relative_path,size_bytes
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0008_so2.dat,11795
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009.dat,11700
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_cb1.dat,11747
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_cb2.dat,11732
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_hh1.dat,11809
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_hh2.dat,11806
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_lh1.dat,11759
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_lh2.dat,11754
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_so1.dat,11791
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0009_so2.dat,11787
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010.dat,11710
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_cb1.dat,11751
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_cb2.dat,11742
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_hh1.dat,11810
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_hh2.dat,11815
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_lh1.dat,11754
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_lh2.dat,11759
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_so1.dat,11787
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0010_so2.dat,11785
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011.dat,11299
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_cb1.dat,11382
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_cb2.dat,11461
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_hh1.dat,11815
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_hh2.dat,11808
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_lh1.dat,11695
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_lh2.dat,11725
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_so1.dat,11778
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0011_so2.dat,11815
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012.dat,11298
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_cb1.dat,11447
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_cb2.dat,11382
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_hh1.dat,11812
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_hh2.dat,11804
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_lh1.dat,11716
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_lh2.dat,11698
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_so1.dat,11818
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0012_so2.dat,11777
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013.dat,11228
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_cb1.dat,11335
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_cb2.dat,11340
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_hh1.dat,11816
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_hh2.dat,11803
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_lh1.dat,11674
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_lh2.dat,11664
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_so1.dat,11759
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0013_so2.dat,11755
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014.dat,11223
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_cb1.dat,11339
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_cb2.dat,11322
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_hh1.dat,11814
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_hh2.dat,11819
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_lh1.dat,11661
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_lh2.dat,11661
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_so1.dat,11752
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_k00000_0014_so2.dat,11753
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001.dat,16614
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_cb1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_cb2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_hh1.dat,16607
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_hh2.dat,16619
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_lh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_lh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_so1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0001_so2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002.dat,16612
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_cb1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_cb2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_hh1.dat,16609
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_hh2.dat,16618
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_lh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_lh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_so1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0002_so2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003.dat,16610
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_cb1.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_cb2.dat,16612
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_hh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_hh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_lh1.dat,16616
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_lh2.dat,16610
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_so1.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0003_so2.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_cb1.dat,16611
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_cb2.dat,16599
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_hh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_hh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_lh1.dat,16604
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_lh2.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_so1.dat,16611
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0004_so2.dat,16619
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005.dat,16607
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_cb1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_cb2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_hh1.dat,16609
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_hh2.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_lh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_lh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_so1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0005_so2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006.dat,16609
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_cb1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_cb2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_hh1.dat,16617
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_hh2.dat,16609
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_lh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_lh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_so1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0006_so2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007.dat,16602
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_cb1.dat,16614
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_cb2.dat,16612
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_hh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_hh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_lh1.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_lh2.dat,16605
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_so1.dat,16618
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0007_so2.dat,16605
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008.dat,16602
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_cb1.dat,16614
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_cb2.dat,16615
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_hh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_hh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_lh1.dat,16604
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_lh2.dat,16613
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_so1.dat,16602
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0008_so2.dat,16618
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009.dat,16610
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_cb1.dat,16608
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_cb2.dat,16611
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_hh1.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_hh2.dat,16643
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_lh1.dat,16617
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_lh2.dat,16617
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_so1.dat,16614
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0009_so2.dat,16611
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010.dat,16612
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_cb1.dat,17176
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_cb2.dat,17175
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_hh1.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_hh2.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_lh1.dat,17182
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_lh2.dat,17182
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_so1.dat,17173
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0010_so2.dat,17179
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011.dat,16619
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_cb1.dat,17177
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_cb2.dat,17187
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_hh1.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_hh2.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_lh1.dat,17175
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_lh2.dat,17175
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_so1.dat,17174
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0011_so2.dat,17181
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012.dat,16620
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_cb1.dat,17188
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_cb2.dat,17176
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_hh1.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_hh2.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_lh1.dat,17175
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_lh2.dat,17175
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_so1.dat,17181
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0012_so2.dat,17174
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013.dat,16604
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_cb1.dat,17188
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_cb2.dat,17185
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_hh1.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_hh2.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_lh1.dat,17187
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_lh2.dat,17186
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_so1.dat,17181
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0013_so2.dat,17186
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014.dat,16612
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_cb1.dat,17181
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_cb2.dat,17179
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_hh1.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_hh2.dat,17208
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_lh1.dat,17189
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_lh2.dat,17184
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_so1.dat,17180
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\probability_shift_k00000_0014_so2.dat,17184
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\spinor_composition_k00000_CbHhLhSo.dat,1560
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8\spinor_composition_k00000_SXYZ.dat,1560
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\dipole_moment_matrix_elements_k00000_growth_z.fld,7420
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\dipole_moment_matrix_elements_k00000_growth_z.txt,27204
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\momentum_matrix_elements_k00000_growth_z.fld,7381
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\momentum_matrix_elements_k00000_growth_z.txt,29192
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\momentum_matrix_elements_k00000_inplane_y.fld,7388
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\momentum_matrix_elements_k00000_inplane_y.txt,27215
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\oscillator_strengths_k00000_growth_z.fld,2246
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\oscillator_strengths_k00000_growth_z.txt,6322
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\oscillator_strengths_k00000_inplane_y.fld,2249
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\oscillator_strengths_k00000_inplane_y.txt,4631
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\transition_energies_k00000.fld,2217
kmax_y_n301_k0075\bias_00000\Quantum\acqw\kp8_kp8\transition_energies_k00000.txt,5852
kmax_y_n301_k0075\bias_00000\QuantumDispersions\acqw\kp8\dispersion_Gamma_to_y.dat,93887
kmax_y_n301_k0075\bias_00000\QuantumDispersions\acqw\kp8\kVectors_Gamma_to_y.dat,18724
kmax_y_n301_k0075\bias_00000\QuantumDispersions\acqw\kp8\masses_Gamma_to_y.dat,93876
kmax_y_n301_k0075\bias_00000\total_charges.txt,236
kmax_y_n301_k0075\bias_points.log,54
kmax_y_n301_k0075\grid_x.dat,4521
kmax_y_n301_k0075\job_done.txt,37
kmax_y_n301_k0075\kmax_y_n301_k0075.in,3241
kmax_y_n301_k0075\simulation_database.txt,240022
kmax_y_n301_k0075\simulation_info.txt,363
kmax_y_n301_k0075\simulation_input.txt,4667
kmax_y_n301_k0075\Structure\alloy_composition.dat,21733
kmax_y_n301_k0075\Structure\material_indices.txt,85
kmax_y_n301_k0075\Structure\materials.dat,8243
kmax_y_n301_k0075\Structure\regions_all.dat,7915
kmax_y_n301_k0075\Structure\regions_material.dat,7915
kmax_y_n301_k0075\summary.log,288
kmax_y_n301_k0075\variables_database.txt,48
kmax_y_n301_k0075\variables_input.txt,45
